id,post_title,word2vec
1064,给计算机专业求职的同学推荐几本书,"[-0.0920647060094073,-0.031232106475504586,0.19049961737561436,0.345966295025097,-0.018654948645359302]"
1066,读《疯狂的站长》- 回顾反思我的个人站长路,"[-0.0654186918289075,-0.050910052266470204,0.15402173486944612,0.2883076261397369,0.0009211088810803375]"
1072,JSP使用JNA调用DLL函数遇到的几个问题,"[-0.10832284802220493,0.0006055938879258393,0.3558896998298767,0.2526523494017646,0.07337284944837519]"
1088,MathType(数学公式编辑器) 汉化绿色版V6.7下载,"[-0.11183329707927119,-0.0004425290524749096,0.2703877632048423,0.2038588046785549,0.03479892582274805]"
1094,Rational Rose根据Java代码自动生成类图（教程和错误解决）,"[-0.049759336758870634,-0.03677813505753875,0.268041610661312,0.19262901586713269,0.032963401596061884]"
1112,Hadoop之使用python实现数据集合间join操作,"[-0.02659952635992097,0.08191707226318667,0.23911648298795843,0.11164242393858177,0.13120407158287592]"
1122,Hadoop-Streaming实战经验及问题解决方法总结,"[-0.07330772812711536,0.09827030978341345,0.307308857580946,0.26586402013150473,0.15183549346830652]"
1129,MYSQL向数据表插入默认字段值的方法,"[0.08182507387602762,-0.03864159068787729,0.052742881587158806,0.0396849936892327,0.20383090303087648]"
1144,hadoop第一个程序WordCount.java的编译运行过程,"[-0.15260962237901632,0.2976014529328345,0.7099681840375467,-0.8418212140214782,-0.4280165844565977]"
1185,为eclipse安装python、shell开发环境和SVN插件,"[-0.17215072843408333,-0.1547041014520294,0.41016605945966617,0.16798304057788957,-0.06838151226654204]"
1193,Hive元数据存于mysql中文乱码解决,"[0.0975114911344857,-0.2704915790693975,0.2681404551120615,-0.14757545451520138,-0.36920511395600375]"
1197,hive从查询中获取数据插入到表或动态分区,"[-0.06448399181607106,-0.055381788898445986,0.2934195188477734,0.22506510773641578,0.17423361439738225]"
1203,Hive开发中使用变量的两种方法,"[-0.018015871567502156,-0.015651416816704844,0.2678769793315434,-0.011851914699137624,0.06721861714556135]"
1209,shell/hadoop/hive一些有用命令收集,"[-0.06439458886083277,-0.10101591227453299,0.25081447654596933,-0.00621945687236903,0.08805133852612436]"
1214,网站从织梦DEDECMS迁移到Wordpress过程以及URL重定向方法,"[-0.25429275664692774,-0.3326408136663713,0.2043169841608278,0.10368380429428514,-0.20410305036436815]"
1216,Python生成文件md5校验值函数,"[-0.03442097090020535,-0.07054507220666453,0.17531706935101318,-0.0932259860803648,0.104473352144144]"
1292,Firefox数据采集插件大全,"[-0.1472557322120614,-0.11286414146025142,0.28014542845936735,0.1881210073629598,-0.036451875560426616]"
1297,wordpress按层级方式显示分类链接的方法,"[-0.06717571127115414,-0.13857124127544804,0.14154633602440508,0.008609229411129632,0.23233722946696994]"
1303,python子类调用父类的方法,"[-0.00895097788870628,0.015416293871574338,0.1113802270959663,0.12371969072874195,0.31411916478931184]"
1309,Python封装的常用日期函数,"[0.040731881257292206,0.037938191413570375,0.004517629791751777,-0.19304848697737134,0.11207256336847395]"
1319,python执行shell的两种方法,"[-0.05848003501590783,-0.02519785281983987,0.2054624165852167,0.05760125257203114,0.16885472037162397]"
1321,Python访问MySQL封装的常用类,"[-0.06348758310426113,-0.10552103181347944,0.08575990266318238,-0.30888277052273583,0.5523450080738511]"
1326,[织梦DEDE迁移]读取织梦MySQL生成所有文章链接,"[-0.01924155574412115,-0.1086188487491337,0.06637225420822022,-0.13932602893256077,0.3087734231013555]"
1337,mysql根据A表更新B表的方法,"[0.029107948329702423,-0.022352750410602706,0.22398306459591197,-0.035700363575204,0.1761620399919716]"
1345,MySQL一条语句更新多个表的方法,"[0.10324400991797215,-0.1546496875722956,0.23405119745488862,-0.1291672734989096,0.24875340123967446]"
1355,MySQL数据导入导出实例教程手册,"[-0.07396465754358188,-0.14078973686056478,0.3185353942315228,-0.1189804797515362,0.10456973575388215]"
1372,chrome自动刷新网页插件：Auto Refresh Plus,"[-0.14423372664434067,-0.04399873379837064,0.32009378249811776,0.22708486051243895,-0.04732176418251851]"
1390,Python内置函数map、reduce、filter在文本处理中的应用,"[0.14530885400512417,-0.030968721301286774,-0.09178824501332224,-0.20178393395900698,0.21195391402406522]"
1397,Python批量重命名文件的方法,"[0.1287528253288749,-0.17524786903632908,-0.12245141740431863,-0.24587522121329652,0.0937762134167637]"
1404,HIVE的几个使用技巧,"[-0.06702877425446203,-0.03469363923212873,0.23259638877230496,0.11313514245252089,0.054517485095877505]"
1409,[转]Hive中对group结果分组取limit N值的实现,"[0.08318434136511688,-0.059857674264660196,0.12696326567581104,0.03718419915412806,0.17254924053172818]"
1413,《大数据时代》是一部科幻小说,"[-0.08327820988832464,0.024139615967973076,0.17256093511882603,0.3092668474402438,-0.02423144568594707]"
1423,MapReduce文件切分个数计算方法,"[-0.05221026551342853,0.048388145172351,0.27040457769661497,0.1854594239074251,0.08037956632855955]"
1426,Java使用lombok自动生成getter和setter方法,"[-0.11015244852751493,-0.08644204721268679,0.2084257613039679,0.11202229219230098,-0.11886715138744976]"
1428,MySQL 查看数据库中每个表占用的空间大小,"[0.07434180690389541,-0.09806491013409363,0.0912521346403217,-0.1476177372003871,0.15340685607106597]"
1437,Hive使用TRANSFORM运行Python脚本总结,"[-0.06403864282123839,0.050716154528752014,0.2776022936803655,0.2112497176146343,0.10613605240508675]"
1440,把HIVE程序优化30倍的经验,"[-0.126850481302843,0.05346535572947533,0.2749364352001695,0.24739616335082415,0.08241896236002026]"
1451,向Hive程序传递变量的三种方法,"[-0.09841058592632558,-0.021010000374797104,0.49481719757079495,0.15482403011720433,0.1241969732325766]"
1456,Hive中Order by和Sort by的区别是什么?,"[-0.012524217237359917,-0.007505271907171441,0.2984709804766767,0.32853420868530747,0.1512473834150042]"
1459,从产品和技术的对比想到的,"[-0.09595525256223701,-0.012583239112618135,0.18641419534418333,0.34265357641043803,-0.05474410446176318]"
1465,将网站的创意变成钱的过程,"[-0.12457345173686367,-0.05405676425393072,0.22836070954643126,0.2613015605289364,-0.016710415519695695]"
1470,Hive的left join、left outer join和left semi join三者的区别,"[0.10686682287785008,-0.1220777556293395,0.18891672589707859,-0.08062752070065132,0.25140320612280087]"
1587,MySQL执行Select语句将结果导出到文件的方法,"[-0.09522648880521606,-0.014326325892110163,0.3664736026045098,0.13795886492914824,0.16215386078301]"
1600,Hive取非Group by字段数据的方法,"[-0.007795340650265516,-0.0338241713598024,0.23005227781399046,0.10290072520025248,0.15377589776938738]"
1607,将普通Maven Spring项目转换成Web项目的方法,"[-0.04602577377074801,-0.1659996229901874,0.2947393624655923,-0.09721002449376442,-0.1706784970919825]"
1625,Hive开发经验问答式总结,"[-0.046289046983656074,0.002003898857265542,0.3015290364339798,0.19929448565688831,0.09243365525354202]"
1664,Python操作MySQL视频教程,"[-0.17047958146405323,-0.09351288571723558,0.34704532325424753,0.17598281777921665,0.05785570119172753]"
1689,Java枚举类型代码的二逼写法和艺术写法,"[0.07039696438051761,-0.03375419498281553,0.06317436768300831,0.07132550636772067,0.20180521193286405]"
1697,《超体》中的哲学,"[-0.06826907304378274,-0.023657530309253324,0.10999806498875841,0.2509354781299734,-0.036787307129998226]"
1703,Java怎样创建两个KEY（key-pair）的MAP,"[0.02837977321652619,0.0177825763158194,0.07715489610595859,0.09976241075950483,0.09939859631177905]"
1707,Python使用list字段模式或者dict字段模式读取文件的方法,"[0.07553488476435848,0.1008581172036016,0.11538886777822666,0.0006540786870867733,0.27846963713856654]"
1712,做设计就像创世界,"[-0.08208891652734085,0.05043880313175845,0.21100073599222083,0.3520434466820805,0.024035229837187592]"
1722,《Spring in action》3rd中SpringPizza项目的运行方法,"[-0.05527544733730779,-0.2565164058931523,0.2865965160568231,-0.31965033043094954,-0.306869184742243]"
1735,读书破万卷，代码如有神,"[-0.027722281928722607,-0.013216671419292624,0.16721386850190118,0.22244388703094595,-0.07899344010576313]"
1741,数据库并发控制机制的理解,"[-0.12596393491901986,0.10901241586956928,0.32719167317511766,0.3938921651301476,0.08953946617503579]"
1763,有了事务为什么还需要乐观锁和悲观锁,"[-0.12242683115758643,0.08846737399010572,0.2661698442516905,0.39225455175266805,0.07227290664315036]"
1777,《解忧杂货店》- 解答心中已经有结论的疑问,"[-0.0617602281196817,0.005174927727936151,0.14820236409711954,0.26519189322179837,-0.03590228421577289]"
1782,Java怎样单测void类型的方法？,"[0.09727704756373667,-0.010117026431263543,-0.0032649669085991315,0.12588275108038716,0.04870391400110872]"
1784,使用javap命令或者eclipse的Bytecode visualizer插件阅读java字节码文件,"[0.01170537755707723,-0.0028442699329685964,0.20929335953889872,0.174186063491034,0.06744722717063634]"
1789,Python中文转拼音代码(支持全拼和首字母缩写),"[0.1664444206745613,-0.04649075175269095,-0.0072557855085113535,-0.17384980956112833,0.307457467385242]"
1810,Java堆溢出OutOfMemoryError之代码实例和原因分析,"[0.014197933090024822,-0.05887886963130761,0.1067901542918591,0.0831699254059652,-0.03333277067180843]"
1835,想要加悲观锁可是数据行还不存在怎么办？,"[0.05829491666461364,-0.07050517762103362,0.12938828153684995,0.043781240908785976,0.1788258063395991]"
1858,通过JVM堆栈分析出现大量线程的原因,"[0.10326348204794399,-0.12861707856261667,0.23183961298964184,0.05120988815825817,-0.23170172585079432]"
1861,Java线程死亡的几种情况,"[0.10820691344934566,0.16420637733963878,0.18868163296084772,0.24946621589938428,0.3635068890601571]"
1886,将Maven工程打包成可执行JAR包的方法,"[0.16873438642381244,-0.39034495354900245,0.3210134490809733,-0.33298842265949213,-0.5013228116755223]"
1890,Python使用unittest实现简单的单元测试实例,"[-0.0006244018813237891,-0.08127712293961527,0.0658405617003322,-0.032348630178715,0.20268003847759666]"
1895,Bash Shell怎样检查文件是否存在？,"[0.17761909500002226,-0.13503323638907955,-0.0451545137996958,-0.3525881759544953,0.23929722324059002]"
1898,使用PHPUnit编写PHP单元测试的方法,"[-0.07077190621445577,-0.1068465533192482,0.21540398954642578,0.1104572887548752,0.08555776944482013]"
1901,MySQL导入导出数据时遇到Tab符号和换行符号怎么办？,"[0.05689403722867553,-0.04286763790822005,0.24602334596696301,0.03234334896372818,0.1853110301743608]"
1922,数据处理中提升性能的方法-引入并发但是避免同步,"[-0.05246350007660367,0.07429318213889148,0.27187575965767447,0.15263317268619947,0.09982285258813958]"
1931,Log4j将不同Package的日志输出到不同的文件的方法,"[-0.07158233913098824,-0.07379873977755483,0.2566743074426884,-0.10443312859362258,-0.09525466114045027]"
1946,MAC环境堪比Visio的画图神器,"[-0.10006934808945228,-0.10632546357049763,0.0722990292631606,0.04867380613571789,-0.0832599351772725]"
1957,工程师的月亮和六便士,"[-0.019093225200155068,-0.018064014441990416,0.07352919273902304,0.19661916672246152,-0.023280341040246535]"
1961,MAC挂载NTFS移动硬盘进行读写操作,"[-0.1146794418045492,-0.03506946703562812,0.3032077183324648,0.19150287220053328,0.04431621755622787]"
1964,"Stay hungry, Stay foolish","[-0.05640572435464183,-0.06203806769643155,0.07778586940137001,0.16025979114467945,-0.049189300285125116]"
1973,如此重要但是经常被忽视的代码架构！,"[-0.11268543483488061,0.05791917541891365,0.2735974939933773,0.38725158952996425,-0.007791154623212757]"
1980,Tomcat内存分析相关方法(jmap和mat),"[-0.03525109541236901,-0.08929774501370605,0.07585555829597551,0.05523287588452988,-0.06166265503180073]"
2012,打工者心态、主人公意识、个人公司品牌,"[-0.06864785858506867,-0.024151721289712477,0.17659137589352872,0.4063257975866933,-0.031502970493048295]"
2022,Mybatis源码解读-设计模式总结,"[0.033969026222616834,0.0030728563482598074,0.15274671900353512,0.20576984012010613,0.08817937292685082]"
2076,怎样借助Python爬虫给宝宝起个好名字,"[-0.03029188476769773,-0.046868145582465645,0.09503074788530297,0.045274192888838695,0.049136033589878635]"
2089,Mybatis源码解读-初始化过程详解,"[0.13039222052614338,-0.042478860894712256,0.023117709127022216,0.04554524671453675,0.08084716516958562]"
2120,Zookeeper并不保证读取的是最新数据,"[-0.14363550552481422,0.03188628737583884,0.25406631197642066,0.28921664046132584,0.0718407473839326]"
2124,Java线程池ThreadPoolExecutor详解,"[-0.04455393110540197,0.05517102771752696,0.320489046866126,0.31141233691019743,0.09369793963410297]"
2145,快速找到Tomcat中最耗CPU的线程,"[0.07370226883743582,-0.027564320739516073,0.23460202428635954,-0.3327706559332579,-0.44325885198114656]"
2150,Python高级编程技巧,"[0.153869775204921,-0.0431742374588972,-0.0927918105378188,-0.1971698113720628,0.11025218130755479]"
2160,Hive实现返回MAP的UDF,"[0.19558308911454186,-0.12126786504719572,-0.03376306635931567,-0.17590806066335113,-0.07878477506358622]"
2167,使用Kmeans对Word2vec的输出做聚类,"[0.07450789548512697,0.0032065783497842557,0.07525597459868213,-0.06558798626563288,0.1158016588150419]"
2177,使用PaddlePaddle搭建卷积网络做文本数据分类,"[0.1306792891414031,0.016803314037117247,0.03720857258999239,-0.12872639533782573,0.08356046087806449]"
2194,读书笔记 - 数据驱动从方法到实践,"[-0.07010123547005298,0.07102899900305373,0.22010961500759643,0.31838663842022097,0.0024641400651953874]"
2231,Spark数据倾斜解决方法,"[-0.10292770462412457,0.05266260747019769,0.21208296663706563,0.2296441312325513,0.1070858556930543]"
2261,PyCharm开发PySpark程序的配置和实例,"[0.05662966181857469,-0.013424874177541245,0.13243747358898295,-0.020744236146459694,0.07028834569659508]"
2273,CentOS自己编译安装Python3的命令,"[-0.020169903278803906,-0.11056393517709866,0.186496944726772,-0.039228198908244236,-0.026240803285602583]"
2283,Python3用scan和delete命令批量清理redis数据,"[0.026135258259307733,-0.09427466995215841,0.036883160212826456,0.06076167882034989,0.33155082732341007]"
2301,tensorflow怎样输入具有多个值的特征,"[0.052836007215470694,-0.022124081240811694,0.05214685196988284,0.06822398774869119,0.024965286957255254]"
2303,Spark使用JAVA编写自定义函数修改DataFrame,"[0.029604098631993505,0.009831409229268435,0.12773273315216446,0.024493172785996695,0.0920547227999723]"
2324,推荐系统：爱奇艺知识推荐系统架构,"[-0.10679127589317215,0.036411272977720524,0.2312104047232239,0.28468083519590476,0.057850510939782725]"
2336,我为什么从工程转了算法？,"[-0.07287053350738466,0.016403597623436367,0.2055226210977021,0.3542574858483302,-0.058550483604260496]"
2343,Flask怎样从其他Python文件导入app.route视图函数,"[-0.08415478839116647,-0.009514133953543509,0.16488897620949375,0.06687201590407206,0.07376746148199959]"
2351,推荐系统：怎样实现内容相似推荐,"[-0.12431807946204805,0.03613974959957692,0.2776137395495246,0.33332315596441425,0.047485588914436154]"
2367,Java和Python使用Grpc访问Tensorflow的Serving代码,"[0.07772877498318895,-0.12191689008696453,0.08222298486512741,-0.11760082020094088,-0.055947523573089866]"
2404,听樊登的《非暴力沟通》,"[-0.05823791446894613,0.0035014976937670843,0.12855911640381307,0.25795396195349246,0.017653617245665693]"
2419,Flask使用Pyecharts在单个页面展示多个图表,"[-0.08404991991141425,-0.02120725724446359,0.1897646563839308,0.18143271684980478,0.03942723628572838]"
2434,Pandas中对轴axis=0和axis=1的理解,"[-0.09076436446139269,0.05996774295385876,0.17118570582442771,0.2563364507204824,0.054654065040722344]"
2447,Spark使用word2vec训练item2vec实现内容相关推荐,"[0.026878884032950266,-0.017390541418948316,0.06884719442901571,0.028734422197198888,0.10951174475836106]"
2454,推荐系统：实现文章相似推荐的简单实例,"[-0.011594554177640385,0.017041308727132772,0.08521157214561083,0.07969089232357639,0.03630251684188075]"
2469,Spark使用Java开发遇到的那些类型错误,"[0.08711688663502128,-0.003933577612976864,0.06353439675974208,0.00435610493196542,0.07054938818522757]"
2499,Pandas系列-读取csv/excel/mysql数据,"[0.11000736016729436,0.20096764276284498,-0.28471869648498266,-0.17777947828381782,-0.39660847053147935]"
2502,Pandas系列-DataFrame和Series数据结构,"[0.11461570824131433,0.20209503813005275,-0.29409511649098125,-0.18069717856875542,-0.4016165702908383]"
2506,Pandas系列-查询数据的5种方法,"[0.08815624042089652,0.28097203712573554,-0.28356441765884927,-0.21450619819801936,-0.38588726769493736]"
2515,Pandas怎样按条件删除行？,"[0.1553637920143573,-0.07745566070815058,-0.20056296919938177,-0.28123435852390494,0.08424953050378367]"
2517,Pandas怎样根据码表更新ID对应的名称？,"[0.1270694143031953,0.02083729491492764,0.04555587409461131,-0.11575814548757722,0.32219029422544065]"
2521,Pandas系列 - 数据统计函数,"[0.12203028104540194,0.20500349055897385,-0.320145067577813,-0.14592025570508016,-0.3493812397815982]"
2523,Pandas系列 - 怎样新增数据列？,"[0.1182138001367365,0.2165664542868317,-0.2922770725011216,-0.17094588371262714,-0.29969260173318024]"
2525,3分钟Python爬取9000张表情包图片,"[-0.038719103830312206,-0.25304534090045383,0.02336862991217277,-0.13963015215571753,-0.0724149298911743]"
2528,Pandas的SettingWithCopyWarning报警怎么回事？,"[0.11977285675787312,0.209462693725632,-0.32680088542483876,-0.18437952459274898,-0.3955274385145271]"
2532,Pandas对缺失值的处理,"[0.15048820680804606,0.17209652439147854,-0.34333629511317915,-0.0783066690841224,-0.3710996817695118]"
2534,CTR预估：(标签-权重)列表类特征怎么输入到模型？,"[-0.06817762888179016,0.062333806447675943,0.2062832527944015,0.28040596285958497,0.10635189180730256]"
2536,Pandas怎样对数据进行排序？,"[0.11233458990541696,0.20614650192989134,-0.25913699449769867,-0.18782320256591253,-0.3154951617466085]"
2541,Pandas怎样处理字符串？,"[0.0686725850385105,0.04026381577561444,-0.15604351345404274,-0.14012575302319757,0.021291645050438367]"
2546,Pandas的axis参数怎么理解？,"[0.20856216829854377,0.2292449563147124,-0.48481564321253273,-0.09728925336010642,-0.4932666326166964]"
2561,一个数据科学家的修炼路径,"[-0.07928795369247658,-0.019173548374136415,0.17703930542014445,0.23115406945477462,-0.028475615054463284]"
2564,机器学习常用数据集大全,"[0.04793760283052902,-0.15568623075527457,-0.06321801223514202,-0.14735335500359886,0.0421324690312625]"
2574,Pandas的Index索引有什么用途？,"[0.18800705817187208,0.20343500680203344,-0.3734147855020483,-0.07978954774394663,-0.36088870114659677]"
2583,Pandas实现数据的合并concat,"[0.2907128625960328,0.29532779442146984,-0.6141165453682333,-0.16691183199152596,-0.571233704171251]"
2585,Tensorflow怎样接收变长列表特征,"[-0.024568348108023292,0.0277986063167977,0.15214719819068798,0.20190381312546268,0.02778656928608166]"
2591,怎样使用Pandas批量拆分与合并Excel文件？,"[0.03760226491981916,0.05478533645289472,-0.05911324516646624,-0.12071720135042777,-0.0411370513701456]"
2594,Pandas怎样实现对数据的分组统计？,"[0.18252857787609295,0.2130181784280791,-0.40015345028927995,-0.14092239101661763,-0.34962270116135513]"
2598,Pandas的分层索引MultiIndex怎样用？,"[0.11511620801535327,0.21702253123481705,-0.19895101332706414,-0.1224283798588766,-0.31715106887109956]"
2602,怎样使用Pandas的map和apply函数？,"[0.11785303181226349,0.17386946150255517,-0.2859094657153709,-0.06666990163977725,-0.38216171169355706]"
2604,Pandas怎样对每个分组应用apply函数?,"[0.11802173106821402,0.20226314098432935,-0.2689766790394749,-0.0626021211788403,-0.28020403929165516]"
2615,推荐系统实现相似推荐的流程和资源,"[-0.10349328218338391,-0.1880099485990488,0.16384243068492246,0.034325535714419354,-0.1266128222962531]"
2623,文章写的好，但是没人看，原来标题可以这么写,"[-0.06516840457626943,-0.03272766340954488,0.1433196672108906,0.17355130771285243,0.015877196377903753]"
2629,自律使我自由,"[-0.04368252177136364,0.016921940328622306,0.12165067187570795,0.21208166737212905,0.027404863142442924]"
2637,程序员-颈椎病-该练八段锦,"[0.06040404290979495,0.013073607347905636,0.08435009606182575,-0.020364695432363078,-0.04769818251952529]"
